a,b,weight
410200,420540,1
410200,412770,1
291070,291955,1
410200,411580,1
410200,410830,1
291070,292400,1
410200,410370,1
410180,410490,1
410180,410480,1
410180,410400,1
410140,410240,1
120060,530010,1
410140,411210,1
410140,411150,1
410140,411070,1
410140,410980,1
410140,410970,1
410140,410830,1
410140,410480,1
291080,354400,1
291080,411520,1
410180,410230,1
291080,412550,1
410120,411370,1
410120,411320,1
291080,520110,1
410050,411840,1
410050,411800,1
291170,291560,1
410050,411210,1
291170,291950,1
291080,350280,1
410140,412217,1
410140,412850,1
291080,293290,1
410170,411880,1
410170,410770,1
410170,410430,1
410160,420890,1
410160,412550,1
291072,320500,1
410160,411620,1
291072,350950,1
410150,421690,1
410150,412580,1
172100,260410,1
120060,521880,1
410150,411210,1
410150,411150,1
410150,410980,1
291080,292250,1
410150,410370,1
410150,410180,1
172100,240810,1
291460,530010,1
130190,140010,1
291060,292660,1
292740,293360,1
292530,350920,1
292620,431410,1
130260,221100,1
292660,292860,1
130260,230280,1
354870,520510,1
354870,500830,1
171820,172120,1
354870,420910,1
354870,412230,1
354880,410580,1
354870,412080,1
354870,411950,1
354870,411820,1
292740,310670,1
292740,314140,1
354870,355670,1
354870,355620,1
292740,317020,1
130260,230640,1
354880,355620,1
292530,320130,1
292740,330210,1
292250,355030,1
292200,293135,1
354970,521880,1
354970,420910,1
354970,355640,1
354970,355240,1
354940,521170,1
292250,292870,1
354940,355150,1
354910,355640,1
292250,530010,1
292510,313170,1
292400,292660,1
354890,521973,1
354890,430210,1
354890,420430,1
354890,355330,1
354890,355240,1
292400,292920,1
354890,354910,1
292400,293010,1
292740,320510,1
292740,330330,1
355030,520110,1
292870,292930,1
354780,421580,1
354780,420910,1
354780,412550,1
354780,411370,1
292770,353100,1
292860,292930,1
292860,293010,1
354780,355620,1
354780,355250,1
354780,355170,1
354780,421720,1
354780,355100,1
130260,260720,1
292870,293290,1
354780,354980,1
130260,261000,1
292930,293050,1
354770,500570,1
354770,412000,1
354770,411520,1
354780,421660,1
171610,500620,1
354870,355170,1
354850,410860,1
130260,230770,1
292740,350570,1
130260,230970,1
292740,350950,1
354850,520870,1
354850,431490,1
292740,351880,1
292740,352900,1
354850,420910,1
292740,411370,1
292740,520140,1
354850,355240,1
354850,355220,1
130260,240800,1
130260,240810,1
354850,354980,1
354850,354890,1
354850,354880,1
292740,430040,1
292740,430460,1
291955,431265,1
291955,292740,1
354980,355500,1
355030,411915,1
291480,355240,1
355030,420890,1
355030,420820,1
291480,355645,1
291480,411520,1
291480,411990,1
291480,520800,1
291480,521150,1
291560,291800,1
355030,411820,1
291480,350950,1
355030,411520,1
291560,293330,1
355030,411210,1
355030,411070,1
291640,292510,1
355030,410540,1
291640,292530,1
355030,410480,1
355030,410370,1
355030,421500,1
355030,421690,1
354980,355535,1
171820,520870,1
355030,520030,1
355030,510760,1
291470,292930,1
355030,500830,1
291480,292920,1
355030,500620,1
355030,500470,1
355030,500330,1
291480,292990,1
355030,432070,1
355030,430460,1
355030,431990,1
355030,431870,1
355030,431560,1
130190,310620,1
291480,330100,1
291480,350635,1
355030,430930,1
355030,430770,1
355030,430510,1
355030,410345,1
355030,410190,1
355030,410140,1
291840,354870,1
291800,292920,1
354990,411990,1
291800,293010,1
354990,410480,1
291800,293290,1
291840,292660,1
291840,293010,1
291840,293360,1
291840,350950,1
171820,330240,1
355030,355710,1
291920,310620,1
354980,520870,1
354980,500370,1
354980,500270,1
354980,421660,1
354980,420420,1
291920,411370,1
130260,160030,1
291955,292250,1
291750,520320,1
354990,431490,1
354990,510340,1
354990,520510,1
355030,355700,1
291640,293070,1
355030,355640,1
130260,150050,1
355030,355480,1
355030,355450,1
355030,355410,1
130260,150060,1
291640,320500,1
291640,350650,1
130260,150442,1
355030,355170,1
355030,355160,1
291640,520140,1
291750,292400,1
291750,292870,1
355030,355040,1
291750,293050,1
291750,354850,1
410220,411520,1
410230,410690,1
410830,411850,1
410660,410690,1
280290,280350,1
410690,410720,1
410685,412217,1
410685,411420,1
280320,280610,1
280320,280710,1
410660,411710,1
280320,292740,1
410660,411420,1
410655,412580,1
410690,410980,1
410655,411373,1
280320,293070,1
410645,411760,1
410640,412710,1
410640,412000,1
120040,230730,1
410630,412770,1
280320,330455,1
410630,410940,1
410690,410970,1
410690,411010,1
280480,280610,1
410690,411560,1
280030,350950,1
280030,352340,1
280030,353870,1
410690,411910,1
280030,354980,1
280030,420460,1
280030,430210,1
280030,521973,1
280060,315780,1
280150,353870,1
280210,280740,1
410690,411480,1
410690,411420,1
280150,354870,1
410690,411330,1
280210,280350,1
410690,411210,1
280210,280400,1
410690,411180,1
410690,411155,1
280320,355030,1
280490,530010,1
410490,411770,1
290080,292510,1
410550,410560,1
410540,412770,1
290080,291360,1
410540,410720,1
410530,510040,1
410530,500370,1
410530,431320,1
290080,291560,1
410530,412570,1
410530,412350,1
410550,410860,1
410530,412125,1
290080,293135,1
290080,320390,1
410530,410715,1
410500,411345,1
410490,420910,1
410490,420820,1
410490,412060,1
290100,292860,1
410550,410590,1
410550,411060,1
280610,291750,1
120040,312770,1
410580,500370,1
410580,430770,1
410580,412560,1
120040,240810,1
172100,355030,1
410580,412060,1
410580,411990,1
280610,351340,1
280610,521150,1
280710,292740,1
290080,291080,1
410560,411400,1
290070,290750,1
410550,412680,1
410550,411710,1
290070,290840,1
120040,320520,1
290070,291400,1
290070,291750,1
410550,411240,1
280030,330455,1
120040,130406,1
420380,420390,1
410720,430300,1
410750,411960,1
270730,315070,1
410750,411745,1
120020,330455,1
410750,411440,1
410750,411180,1
270730,350320,1
270730,351190,1
410725,411690,1
410720,412770,1
120020,310620,1
410720,412350,1
410720,411460,1
270730,352930,1
270730,353640,1
410715,412570,1
410715,412350,1
410715,411580,1
270730,355340,1
410715,411095,1
410750,412110,1
270730,314430,1
410690,412410,1
270670,291840,1
410830,411790,1
410830,411580,1
410830,411520,1
410830,410940,1
270670,270690,1
410790,412530,1
270670,270800,1
270670,280030,1
410780,411690,1
410770,411400,1
270730,313440,1
270690,270770,1
410765,412060,1
270690,355030,1
410765,411570,1
410765,411320,1
410760,411220,1
410760,411080,1
410750,510623,1
410750,412810,1
120020,410690,1
410690,510792,1
410690,510760,1
410690,420460,1
120034,120050,1
280030,280320,1
172100,431490,1
410690,420830,1
172100,411370,1
410690,420750,1
410690,420590,1
410690,420550,1
172100,410690,1
280030,290980,1
410690,500830,1
410690,420390,1
280030,291005,1
410690,420120,1
410690,412850,1
280030,291460,1
280030,291480,1
280030,291920,1
410690,412580,1
280030,315180,1
410690,421010,1
410690,421130,1
410690,421190,1
410690,421250,1
410690,500710,1
270730,500720,1
120020,420240,1
410690,431870,1
410690,431690,1
270770,270940,1
120020,530010,1
270770,292740,1
410690,430955,1
410690,430800,1
410690,430510,1
270800,270860,1
410690,430210,1
410690,421930,1
410690,421850,1
410690,421800,1
120034,120040,1
172100,500270,1
280030,280300,1
290100,293050,1
410490,411200,1
410230,411200,1
290730,291750,1
290650,292920,1
290650,292930,1
410400,411950,1
290730,291080,1
290730,291400,1
410370,500370,1
410370,420820,1
410370,420540,1
410370,412770,1
290730,292870,1
410405,410500,1
290730,292930,1
120040,520870,1
410370,411180,1
410370,411150,1
410370,410690,1
410360,412410,1
410360,411520,1
290730,293050,1
410345,521460,1
172100,314600,1
410405,411345,1
410345,420820,1
290600,292990,1
410430,411373,1
290570,410690,1
290570,430920,1
290600,291060,1
290600,291070,1
290600,291400,1
290600,291750,1
290600,291840,1
290600,292660,1
290650,291005,1
410405,412855,1
410430,410490,1
290650,291080,1
290650,291480,1
410430,410440,1
290650,291920,1
410420,412560,1
290650,291955,1
120040,510790,1
410420,410490,1
410345,421130,1
410345,420240,1
290320,291360,1
410300,411080,1
410304,411295,1
410304,411150,1
410304,410965,1
410304,410940,1
410304,410760,1
410304,410445,1
410304,410440,1
290980,292740,1
410300,411295,1
410250,412500,1
410335,410345,1
290980,292870,1
290980,293290,1
410240,500720,1
410240,412660,1
291005,291080,1
291005,292920,1
291005,420820,1
410240,410370,1
291060,291955,1
410304,411930,1
410335,410480,1
290730,293360,1
410345,411370,1
290750,290850,1
290750,291400,1
410345,412580,1
290840,292400,1
290840,292660,1
120050,120060,1
290840,292740,1
290840,292860,1
290840,293050,1
290840,293360,1
410337,410770,1
410345,411155,1
290850,291080,1
290850,292740,1
290850,293070,1
290980,291060,1
410345,410550,1
120060,130260,1
410337,412770,1
410337,411885,1
290570,354780,1
290570,353080,1
410430,411440,1
120040,353870,1
290320,510622,1
120040,350600,1
290320,510760,1
290320,520320,1
410480,411480,1
290320,530010,1
290390,290460,1
290390,291360,1
290390,291460,1
290390,291840,1
290320,500660,1
120040,354140,1
120040,354980,1
290390,292740,1
290390,293135,1
290390,310620,1
410480,410580,1
290460,291950,1
290460,291955,1
410465,431180,1
410480,411885,1
290320,431750,1
410430,411450,1
410480,420910,1
290320,291480,1
410480,520870,1
410480,510340,1
410480,500540,1
410480,430510,1
290320,291840,1
410480,421580,1
410480,421320,1
410480,421130,1
410480,420890,1
290320,420590,1
290320,291955,1
410480,420540,1
410480,420320,1
290320,293070,1
410480,412795,1
290320,315770,1
410480,412680,1
410480,412550,1
410480,412410,1
410465,431010,1
290460,293135,1
410465,421820,1
290570,291060,1
410442,410445,1
290520,291950,1
410440,411460,1
410430,521850,1
410430,420910,1
410430,420590,1
410430,412810,1
290570,290650,1
410430,412580,1
410430,412110,1
410465,420820,1
290570,291070,1
410430,411915,1
410430,411880,1
172100,351880,1
410430,411760,1
410430,411722,1
410430,411610,1
410430,411580,1
120040,420420,1
410442,411400,1
410442,411610,1
410445,410965,1
410445,411440,1
410465,412750,1
290490,290980,1
290490,291955,1
410465,411940,1
410465,410840,1
410465,410690,1
120040,411520,1
410450,412140,1
410450,411850,1
410450,411790,1
410450,411460,1
410450,410940,1
410450,410880,1
290490,292740,1
410450,410720,1
290490,292870,1
410445,412065,1
410445,411930,1
410445,411450,1
260640,261390,1
420430,520870,1
420380,420430,1
230420,310160,1
431440,431870,1
431440,431830,1
230420,230580,1
230420,230640,1
110020,150080,1
230420,230765,1
431410,522185,1
431410,510790,1
431410,510760,1
431410,432240,1
431440,431950,1
230420,420890,1
230420,430040,1
230428,230630,1
230428,230640,1
230428,350600,1
230428,353870,1
230428,431490,1
210330,210770,1
230440,230590,1
230420,230550,1
230420,230540,1
210320,211110,1
431490,431580,1
230370,231180,1
110020,120060,1
230370,231270,1
230370,231290,1
230370,250400,1
431490,431740,1
230370,530010,1
230410,230550,1
230410,231270,1
230410,231290,1
431440,432070,1
431480,500720,1
431480,431950,1
431480,431800,1
431455,431890,1
230410,240810,1
431440,520140,1
431440,500370,1
230410,251080,1
230410,330455,1
431410,431680,1
431405,432160,1
432080,432290,1
431320,431870,1
230440,314330,1
230440,316250,1
230440,317020,1
431340,431410,1
110020,160053,1
230440,317130,1
431330,432250,1
431320,432145,1
431320,432040,1
431320,431750,1
230440,310900,1
230440,320530,1
431320,431330,1
431290,432040,1
431290,431490,1
431280,431890,1
431280,431750,1
230440,352220,1
230440,354870,1
431265,432290,1
230440,313670,1
230440,293360,1
210320,210530,1
230440,250370,1
230440,240325,1
431405,431870,1
431405,431490,1
431390,432180,1
431390,432090,1
230440,240800,1
431370,432090,1
230440,250180,1
230440,250320,1
230440,250630,1
230440,291640,1
230440,251370,1
431340,520870,1
230440,260720,1
431340,432250,1
230440,261110,1
431340,432150,1
230440,270430,1
230440,270800,1
230440,280320,1
431490,431950,1
431490,432000,1
431490,432010,1
431720,432190,1
431770,431920,1
431760,431870,1
431750,432190,1
230190,230250,1
230190,230260,1
431750,431790,1
431740,432070,1
431720,530010,1
230190,230410,1
230190,230420,1
230110,231180,1
431720,431890,1
431720,431790,1
431720,431750,1
431710,431800,1
431710,431790,1
230190,230540,1
431690,520870,1
431690,500270,1
230190,230550,1
431780,431890,1
431800,431830,1
431490,432070,1
431940,431960,1
432070,432240,1
432055,432110,1
432040,510760,1
432040,432280,1
432000,432145,1
230110,230640,1
431950,432260,1
431950,432040,1
431940,432220,1
431900,432250,1
431800,432240,1
431880,432110,1
431880,432055,1
431870,432145,1
431870,432010,1
230110,230765,1
230110,230960,1
431830,530010,1
431830,432150,1
431820,431900,1
230190,354325,1
230210,230760,1
230210,231270,1
230350,355030,1
431560,432120,1
230350,230410,1
431560,431680,1
431550,431940,1
230350,230640,1
431550,431570,1
431530,432240,1
431530,431710,1
230350,230960,1
230370,230420,1
230250,230420,1
431490,510340,1
431490,500270,1
230370,230428,1
431490,432260,1
230370,230550,1
230370,230730,1
230370,230760,1
431490,432145,1
431490,432080,1
431560,432150,1
230280,231180,1
230280,230765,1
431570,431740,1
431690,431890,1
230250,230540,1
230250,230640,1
230250,230765,1
230250,250750,1
230250,261360,1
230260,230640,1
230260,231130,1
431680,432250,1
431680,432130,1
431680,432070,1
230260,231290,1
431660,432180,1
431640,431830,1
431640,431710,1
230260,260110,1
431640,431680,1
431570,432270,1
431570,432070,1
431265,432090,1
230440,412550,1
431260,432130,1
430790,432250,1
430850,431660,1
230770,231240,1
430820,432280,1
430820,431900,1
430810,431690,1
430810,431490,1
230770,317020,1
430810,430910,1
230770,530010,1
430790,431870,1
430850,431790,1
430790,431680,1
230960,355030,1
430790,431340,1
430790,431260,1
430780,432260,1
430780,432130,1
230970,231290,1
430780,431240,1
230970,430920,1
430850,431720,1
430850,432010,1
230765,230960,1
430910,431320,1
430920,431560,1
110020,230440,1
430920,431410,1
430920,431350,1
230765,251370,1
230765,291080,1
430910,431820,1
230765,293070,1
430910,431490,1
430905,432130,1
230765,352590,1
430905,432120,1
430905,431490,1
230765,320500,1
430900,431720,1
230765,330080,1
430900,431390,1
230765,350950,1
430870,431180,1
430860,431950,1
430770,432145,1
430770,432000,1
231130,231140,1
231290,355170,1
231180,354780,1
110020,250750,1
231290,291640,1
231290,315180,1
430700,431140,1
231290,352500,1
430690,432070,1
430690,431690,1
231290,354890,1
430680,431800,1
231130,231180,1
430680,431340,1
231290,500270,1
430680,430940,1
231290,520450,1
430660,431880,1
231290,530010,1
430640,431950,1
430640,431480,1
430640,431440,1
430700,431560,1
430700,431800,1
231180,260110,1
430700,432090,1
231130,231270,1
430770,431240,1
430770,431180,1
430770,431010,1
110020,230765,1
430770,430780,1
430760,432000,1
430760,431990,1
231130,231290,1
430760,431600,1
430760,431580,1
430760,431490,1
430760,431480,1
110020,231290,1
430760,431010,1
430760,430770,1
231180,231340,1
430750,431000,1
430700,432290,1
230765,250300,1
430920,432010,1
431260,431490,1
431110,431680,1
110020,221110,1
230540,260990,1
230550,231130,1
431130,432080,1
230550,520870,1
230580,231270,1
431120,431680,1
431115,431333,1
431110,431740,1
431110,431550,1
230540,251620,1
431110,431490,1
230630,231290,1
230640,230765,1
431080,432170,1
431080,432130,1
431080,431870,1
431080,431490,1
431060,431960,1
431060,431800,1
431140,431480,1
431140,431870,1
430920,432130,1
431180,431780,1
230440,420820,1
230440,431410,1
230440,431680,1
230440,510840,1
230440,520870,1
431240,431280,1
431225,431490,1
431180,510622,1
230440,521190,1
431180,431690,1
431140,431890,1
230523,231290,1
230523,354880,1
110020,221100,1
431140,510622,1
230523,355030,1
230540,230730,1
230540,230765,1
230540,231270,1
431140,432000,1
431060,431750,1
230640,231380,1
431020,510030,1
430940,431290,1
430960,431780,1
430960,431720,1
430960,431440,1
430960,431020,1
430955,431950,1
430950,431750,1
430940,432150,1
430940,431405,1
430940,431330,1
430930,431870,1
431020,432280,1
430930,431840,1
430930,431730,1
430930,431560,1
230730,355670,1
430930,431440,1
430930,431320,1
430920,520870,1
230760,230770,1
430920,432150,1
230730,250750,1
430960,431890,1
230730,250180,1
230730,231290,1
431020,432240,1
230640,293070,1
230640,330010,1
431020,432090,1
431020,432070,1
230640,431010,1
431020,431720,1
230690,230765,1
431020,431370,1
230690,240810,1
431020,431180,1
230690,250750,1
230730,230765,1
431010,431950,1
431010,431870,1
431010,431490,1
431010,431405,1
230730,231270,1
431000,432010,1
432070,432270,1
432130,432145,1
420380,420460,1
520350,522045,1
520450,521710,1
211130,411820,1
520450,521310,1
520450,521150,1
520450,521010,1
520450,521000,1
520450,520910,1
110004,110030,1
520450,520510,1
520350,521850,1
211130,354870,1
520350,521740,1
520350,521380,1
520350,521310,1
520350,520910,1
520350,520450,1
520330,522140,1
520330,521250,1
211130,520320,1
520320,530010,1
211130,354980,1
520505,521880,1
520320,521550,1
520540,522140,1
211130,310670,1
520800,521250,1
520640,522140,1
211130,315180,1
520640,521308,1
520620,522185,1
210350,210770,1
520620,521220,1
520540,530010,1
520540,522045,1
110004,110029,1
520540,521800,1
520540,521460,1
520540,521180,1
520540,521090,1
211130,350530,1
110004,110028,1
520510,521310,1
211130,354850,1
520510,520910,1
520320,521880,1
110004,120020,1
432130,432200,1
110007,350950,1
520110,521860,1
220040,221100,1
220180,221100,1
520110,521310,1
220190,220390,1
220190,220840,1
220190,221060,1
220200,220770,1
220220,220290,1
520110,520640,1
520110,522020,1
520110,520450,1
520110,520330,1
520030,522140,1
220220,220700,1
520030,520110,1
220220,220800,1
520025,521523,1
520025,520870,1
220240,221100,1
211220,261110,1
211220,220220,1
211130,520860,1
520140,521250,1
211160,351210,1
211160,355030,1
211160,500720,1
211180,261110,1
110004,261160,1
520140,522020,1
520140,521710,1
520140,521380,1
520140,521310,1
520140,521220,1
520110,522140,1
520140,521150,1
520140,521010,1
110004,410480,1
520140,520540,1
520140,520510,1
520140,520450,1
520140,520350,1
211220,211400,1
110004,520870,1
210350,211110,1
520860,521800,1
520860,522020,1
521150,521850,1
521220,521860,1
521220,521800,1
521220,521460,1
521190,521880,1
521190,521250,1
210530,431410,1
521180,521800,1
210530,520870,1
210540,210820,1
521150,521380,1
210530,412550,1
521120,522160,1
521120,521220,1
521090,521860,1
521090,521220,1
521040,521180,1
521020,522140,1
521020,522010,1
210570,210910,1
521020,521850,1
521250,521720,1
210530,317020,1
211130,261390,1
521740,521930,1
210530,211110,1
210467,211220,1
522010,522160,1
210530,211180,1
521880,522045,1
210530,211220,1
521860,522140,1
521800,522060,1
521740,530010,1
521740,521880,1
521310,521570,1
521710,522045,1
521570,522045,1
521570,522010,1
110002,110018,1
521523,522185,1
210530,261160,1
521310,522045,1
210530,313670,1
521310,521850,1
521010,521740,1
521010,521380,1
210570,211130,1
210360,210910,1
210990,211280,1
211110,211130,1
520870,521550,1
211120,211130,1
520870,521440,1
211120,261160,1
211120,291005,1
520870,521250,1
211120,510622,1
210350,211220,1
521000,522140,1
110004,110018,1
211130,230730,1
211130,230765,1
211130,231290,1
211130,240420,1
211130,240810,1
211130,250180,1
211130,250750,1
520870,520880,1
210360,211130,1
210910,260990,1
210910,221100,1
210910,220770,1
521000,521460,1
521000,521040,1
520910,521150,1
520890,530010,1
520890,522160,1
520890,521860,1
520890,521220,1
520890,521120,1
210820,211220,1
210820,211400,1
110002,120040,1
210860,210990,1
110002,500600,1
210860,211220,1
110002,510267,1
520870,522040,1
210860,211400,1
210860,261110,1
210910,211220,1
510840,520870,1
510795,520870,1
220270,220770,1
500330,500375,1
500370,500710,1
221100,291170,1
221100,317010,1
221100,317020,1
221100,330455,1
500370,500500,1
500370,500470,1
221100,354850,1
221100,354880,1
500320,530010,1
500370,500770,1
500320,520910,1
500320,520870,1
221100,354970,1
500320,500830,1
221100,420540,1
500320,500370,1
500320,500330,1
110015,110020,1
221100,430160,1
221100,291005,1
500370,500790,1
500570,500620,1
500450,500660,1
110015,110018,1
221100,261530,1
221100,270430,1
500500,500660,1
500500,500620,1
500470,500830,1
500470,500660,1
500470,500620,1
221100,280030,1
500450,500540,1
500370,500830,1
500380,500620,1
500380,500540,1
500380,500450,1
500375,500470,1
500370,530010,1
500370,520870,1
500370,510790,1
500370,510760,1
500370,510340,1
500270,520140,1
221100,431410,1
500270,520030,1
500100,500630,1
230020,231290,1
500230,510795,1
230020,231340,1
230030,231180,1
230100,230440,1
500230,500600,1
230100,230523,1
500110,500620,1
500110,500320,1
500090,500124,1
500270,510840,1
500060,500790,1
230100,291640,1
500060,500124,1
500060,500090,1
500020,500830,1
500020,500270,1
432160,432300,1
230100,351880,1
230110,230370,1
230020,231140,1
500270,500290,1
110020,110029,1
230020,230765,1
500270,510792,1
500270,510790,1
500270,510760,1
221100,500370,1
500270,510590,1
221100,520870,1
221110,240120,1
500270,500800,1
500270,500769,1
221110,251370,1
221110,260360,1
221110,270100,1
221120,230440,1
221120,230640,1
221120,250300,1
221120,500370,1
221120,500720,1
500270,500375,1
110018,110030,1
500570,500600,1
500570,500660,1
220280,220780,1
110011,510840,1
110011,110018,1
510340,521880,1
220390,220985,1
510340,520110,1
510340,520030,1
220390,221060,1
210330,261160,1
220430,230190,1
110011,500600,1
220430,230730,1
510350,510795,1
220430,260620,1
510267,510760,1
220510,221100,1
110011,530010,1
220525,221100,1
220550,221100,1
510250,510790,1
110012,110015,1
510250,510760,1
220390,220840,1
510480,510525,1
500600,500630,1
510622,510790,1
510760,521550,1
510760,521250,1
510760,520870,1
220290,220390,1
510704,510792,1
220290,220700,1
220350,221100,1
220370,221100,1
510622,510792,1
510622,510730,1
220390,220800,1
510622,510623,1
510590,510840,1
510562,510840,1
510562,510682,1
220390,220670,1
510525,510704,1
220390,220700,1
220390,220770,1
510480,530010,1
220580,221100,1
510250,510480,1
220620,221100,1
221090,221100,1
510030,510704,1
210330,230440,1
510025,510840,1
510025,510480,1
220770,320530,1
220800,221060,1
510020,510180,1
500830,521880,1
210330,230190,1
110012,110028,1
510180,520870,1
500660,530010,1
500660,500830,1
110012,120040,1
221100,230420,1
500630,500660,1
500620,500830,1
221100,230540,1
110012,500270,1
221100,240810,1
220770,220840,1
510030,510792,1
510030,520640,1
510030,521880,1
510180,520140,1
510180,510790,1
220680,221100,1
220700,220770,1
220700,220840,1
510170,510790,1
510170,510623,1
510170,510350,1
220700,221060,1
510125,510795,1
220720,221070,1
510125,510682,1
510125,510637,1
510125,510562,1
510125,510340,1
220720,221100,1
510125,510180,1
510040,521150,1
220750,221100,1
231380,352390,1
430640,430780,1
430640,430760,1
420750,421320,1
260010,260120,1
420800,420985,1
420790,421010,1
420780,421340,1
420780,420930,1
420768,421187,1
420765,421720,1
260010,410450,1
260020,260110,1
420750,420910,1
420810,420820,1
420750,420820,1
260110,260140,1
260110,260200,1
260110,260600,1
420730,420930,1
420730,420910,1
420700,500500,1
260110,261160,1
420700,421170,1
260005,261530,1
420810,420890,1
420690,530010,1
420820,421003,1
420820,421800,1
251370,260950,1
251370,270100,1
420820,421690,1
420820,421580,1
251370,500540,1
251370,500720,1
420820,421190,1
251400,260960,1
251620,290320,1
260005,261370,1
260005,260345,1
420820,420850,1
260005,260410,1
420810,431140,1
420810,421820,1
420810,421720,1
420810,421480,1
420810,421320,1
420810,421030,1
420700,420730,1
420690,421820,1
430620,432260,1
260120,261390,1
420590,521250,1
420590,521150,1
420590,510760,1
420590,431950,1
420590,431410,1
420590,430920,1
420590,421930,1
420590,421820,1
260120,261090,1
420590,420890,1
420640,421200,1
420590,420830,1
110020,350950,1
420590,420690,1
260140,260290,1
110020,351350,1
420580,420890,1
420550,421970,1
110020,351500,1
420550,421050,1
420640,420790,1
420640,421670,1
420690,421780,1
260120,260170,1
420690,421480,1
260110,261220,1
420690,421130,1
420690,420820,1
420670,430100,1
260110,261360,1
260110,261390,1
420670,421003,1
420670,420930,1
420665,432250,1
110020,350330,1
210140,210360,1
260120,260620,1
420665,421050,1
420665,420840,1
420660,421720,1
420660,420768,1
420650,431720,1
420650,421250,1
260120,260880,1
420820,421820,1
420820,421850,1
251370,260790,1
420900,430460,1
250750,410840,1
420910,421003,1
420900,510622,1
420900,432040,1
250750,421320,1
250750,500320,1
420900,430870,1
420900,430700,1
420900,430590,1
420900,421950,1
250750,355030,1
110020,315150,1
250860,261420,1
420900,421660,1
420900,421605,1
420900,421500,1
420900,421480,1
420900,421310,1
250860,330455,1
250860,353930,1
420910,421290,1
110020,313720,1
420820,430700,1
420910,431440,1
420930,421900,1
420930,421880,1
420930,421870,1
250750,260620,1
250750,260790,1
250750,261110,1
210140,211180,1
420910,510340,1
420910,500370,1
420910,431340,1
110020,311860,1
250750,280030,1
420910,430510,1
420910,430390,1
420910,430140,1
250750,291080,1
250750,320520,1
250750,330330,1
250750,350950,1
250750,352390,1
210140,210990,1
420900,420910,1
250890,251530,1
251120,510340,1
251120,290320,1
420840,430700,1
420840,430100,1
420840,421950,1
251120,354870,1
251120,355535,1
420840,421660,1
420840,421130,1
251120,500720,1
420830,421800,1
420890,421870,1
420830,421620,1
420830,421360,1
420830,421290,1
420820,530010,1
420820,520870,1
420820,500370,1
420820,431870,1
251250,251370,1
251250,355030,1
420840,432140,1
420840,510622,1
251120,260960,1
210140,210860,1
420890,421820,1
250890,330455,1
110020,315250,1
420890,421500,1
420890,421480,1
420890,421460,1
250970,260510,1
420890,421100,1
420890,421060,1
251080,260170,1
110020,316935,1
251080,260790,1
420880,421900,1
420880,421870,1
420880,421770,1
420880,421650,1
420850,421820,1
420850,421780,1
420850,421720,1
260140,260890,1
420550,420890,1
420550,420840,1
260410,261070,1
260400,261000,1
420420,421220,1
420420,421190,1
420420,421185,1
260400,261390,1
260400,310350,1
210120,210300,1
420420,421030,1
420420,420985,1
420420,420930,1
260400,260680,1
420420,420920,1
210030,521850,1
420420,420830,1
110020,355340,1
420420,420580,1
260410,261370,1
210030,350570,1
260410,353870,1
260410,354980,1
260400,260890,1
420420,421507,1
420430,420985,1
420420,431280,1
210120,210530,1
420430,420890,1
420430,420800,1
260360,261160,1
420420,520870,1
420420,431870,1
260360,315770,1
420420,431410,1
420420,431340,1
420420,431180,1
420420,421520,1
260360,351907,1
110020,355170,1
260360,355030,1
420420,421800,1
260360,355170,1
260360,410690,1
260360,500540,1
420420,421660,1
420420,421575,1
260410,355030,1
260510,261160,1
260510,261390,1
420390,420540,1
420390,421130,1
420390,421050,1
260600,261540,1
110020,411370,1
420390,420890,1
260600,261570,1
260600,270100,1
420390,420810,1
260600,530010,1
420390,420430,1
420400,421930,1
260620,260790,1
420390,420400,1
420380,421830,1
420380,421580,1
260640,261160,1
260640,261240,1
420380,420820,1
420380,420810,1
420380,420790,1
420390,421660,1
260600,260620,1
420390,421850,1
260520,520870,1
260510,261410,1
420400,421690,1
420400,421290,1
420400,420985,1
260520,260790,1
420400,420670,1
420400,420520,1
420400,420430,1
420400,420420,1
420395,421660,1
420395,420910,1
420395,420880,1
260520,261250,1
260520,261450,1
420390,432040,1
420390,431280,1
420390,431140,1
260520,351370,1
420390,421950,1
420430,420930,1
420430,421003,1
420550,420830,1
420540,420730,1
110020,353650,1
420540,421120,1
260170,261240,1
260170,261420,1
420540,420900,1
420540,420890,1
110020,353870,1
260190,260640,1
420540,420750,1
420540,420700,1
260170,261090,1
260190,260720,1
260190,260880,1
260190,260950,1
420530,421290,1
420510,421935,1
420510,421400,1
420500,421670,1
420480,421820,1
420480,421780,1
260170,261110,1
420540,421580,1
420430,421210,1
420540,431410,1
420550,420820,1
420545,431490,1
110020,352590,1
420540,521570,1
420540,520870,1
420540,500270,1
420540,431990,1
420540,431690,1
420540,431680,1
420540,431340,1
420540,421650,1
420540,430700,1
420540,430510,1
260140,261240,1
420540,430310,1
420540,421930,1
260140,261390,1
420540,421760,1
210120,261110,1
260170,261070,1
420480,421480,1
420480,421335,1
420480,421330,1
420430,431490,1
260290,317010,1
420450,421010,1
260290,330455,1
260290,510340,1
420445,421690,1
420445,421610,1
260290,530010,1
260345,261070,1
354770,355255,1
420430,431440,1
420480,421175,1
420430,431410,1
420430,430210,1
420430,421870,1
420430,421800,1
420430,421750,1
420430,421720,1
420430,421690,1
420430,421360,1
420430,421290,1
420455,420540,1
420455,421189,1
